Plot,Lifeform,GenusSpecies,relative_cover,Realfire,MeanPctCover,species,site,fire_frequency
4,Grass,Panicum oligosanthes,0.0427011907169343,0.74,1,Panicum oligosanthes,104,0.8
4,Grass,Panicum perlongum,0.19215535822620433,0.74,4.5,Panicum perlongum,104,0.8
4,Grass,Panicum praecocious,0.18681770938658754,0.74,4.375,Panicum praecocious,104,0.8
4,Grass,Poa pratensis,0.053376488396167876,0.74,1.25,Poa pratensis,104,0.8
4,Grass,Stipa spartea,0.06211082288040498,0.74,1.454545455,Stipa spartea,104,0.8
4,Grass,Andropogon gerardii,1.1422568516779925,0.74,26.75,Andropogon gerardii,104,0.8
4,Grass,Bouteloua hirsuta,0.8860497073763867,0.74,20.75,Bouteloua hirsuta,104,0.8
4,Grass,Calamovilfa longifolia,0.07828551630014581,0.74,1.833333333,Calamovilfa longifolia,104,0.8
4,Grass,Eragrostis spectabilis,0.0427011907169343,0.74,1,Eragrostis spectabilis,104,0.8
4,Grass,Muhlenbergia racemosa,0.0427011907169343,0.74,1,Muhlenbergia racemosa,104,0.8
4,Grass,Panicum virgatum,0.18148006054697077,0.74,4.25,Panicum virgatum,104,0.8
4,Grass,Schizachyrium scoparium,0.40566131181087584,0.74,9.5,Schizachyrium scoparium,104,0.8
4,Grass,Setaria glauca,0.0427011907169343,0.74,1,Setaria glauca,104,0.8
4,Grass,Sorghastrum nutans,0.39712107366748894,0.74,9.3,Sorghastrum nutans,104,0.8
4,Legume,Amphicarpa bracteata,0.5337648839616788,0.74,12.5,Amphicarpa bracteata,104,0.8
4,Legume,Lathyrus venosus,0.14945416750927004,0.74,3.5,Lathyrus venosus,104,0.8
4,Legume,Lespedeza capitata,0.0427011907169343,0.74,1,Lespedeza capitata,104,0.8
4,Non-legume forb,Ambrosia coronopifolia,0.09607767911310217,0.74,2.25,Ambrosia coronopifolia,104,0.8
4,Non-legume forb,Ambrosia sp.,0.0427011907169343,0.74,1,Ambrosia sp.,104,0.8
4,Non-legume forb,Arenaria lateriflora,0.0427011907169343,0.74,1,Arenaria lateriflora,104,0.8
4,Non-legume forb,Asclepias tuberosa,0.0427011907169343,0.74,1,Asclepias tuberosa,104,0.8
4,Non-legume forb,Aster azureus,0.15894332099243297,0.74,3.722222222,Aster azureus,104,0.8
4,Non-legume forb,Comandra umbellata,0.0427011907169343,0.74,1,Comandra umbellata,104,0.8
4,Non-legume forb,Coreopsis palmata,0.0427011907169343,0.74,1,Coreopsis palmata,104,0.8
4,Non-legume forb,Crepis tectorum,0.0427011907169343,0.74,1,Crepis tectorum,104,0.8
4,Non-legume forb,Fragaria virginiana,0.14945416750927004,0.74,3.5,Fragaria virginiana,104,0.8
4,Non-legume forb,Galium boreale,0.0427011907169343,0.74,1,Galium boreale,104,0.8
4,Non-legume forb,Helianthemum bicknellii,0.056045312815976266,0.74,1.3125,Helianthemum bicknellii,104,0.8
4,Non-legume forb,Helianthus laetiflorus,0.14945416750927004,0.74,3.5,Helianthus laetiflorus,104,0.8
4,Non-legume forb,Lithospermum canescens,0.14945416750927004,0.74,3.5,Lithospermum canescens,104,0.8
4,Non-legume forb,Lithospermum caroliniense,0.0427011907169343,0.74,1,Lithospermum caroliniense,104,0.8
4,Non-legume forb,Oenothera biennis,0.0427011907169343,0.74,1,Oenothera biennis,104,0.8
4,Non-legume forb,Physalis virginiana,0.0427011907169343,0.74,1,Physalis virginiana,104,0.8
4,Non-legume forb,Polygala polygama,0.0427011907169343,0.74,1,Polygala polygama,104,0.8
4,Non-legume forb,Ranunculus rhomboideus,0.0427011907169343,0.74,1,Ranunculus rhomboideus,104,0.8
4,Non-legume forb,Rudbeckia hirta,0.0427011907169343,0.74,1,Rudbeckia hirta,104,0.8
4,Non-legume forb,Rumex acetosella,0.09607767911310217,0.74,2.25,Rumex acetosella,104,0.8
4,Non-legume forb,Scutellaria parvula,0.0427011907169343,0.74,1,Scutellaria parvula,104,0.8
4,Non-legume forb,Senecio pauperculus,0.0427011907169343,0.74,1,Senecio pauperculus,104,0.8
4,Non-legume forb,Sisyrinchium campestre,0.0427011907169343,0.74,1,Sisyrinchium campestre,104,0.8
4,Non-legume forb,Smilacina stellata,0.0427011907169343,0.74,1,Smilacina stellata,104,0.8
4,Non-legume forb,Solidago graminifolia,0.06938943491501823,0.74,1.625,Solidago graminifolia,104,0.8
4,Non-legume forb,Solidago missouriensis,0.14945416750927004,0.74,3.5,Solidago missouriensis,104,0.8
4,Non-legume forb,Solidago nemoralis,0.07828551630014581,0.74,1.833333333,Solidago nemoralis,104,0.8
4,Non-legume forb,Viola pedatifida,0.0427011907169343,0.74,1,Viola pedatifida,104,0.8
4,Sedge,Cyperus sp.,0.7223618097704759,0.74,16.91666667,Cyperus sp.,104,0.8
4,Woody,Amelanchier sp.,0.0427011907169343,0.74,1,Amelanchier sp.,104,0.8
4,Woody,Celastrus scandens,0.40566131181087584,0.74,9.5,Celastrus scandens,104,0.8
4,Woody,Corylus americana,0.22418125126390506,0.74,5.25,Corylus americana,104,0.8
4,Woody,Prunus serotina,0.14945416750927004,0.74,3.5,Prunus serotina,104,0.8
4,Woody,Quercus ellipsoidalis,0.1214315111012819,0.74,2.84375,Quercus ellipsoidalis,104,0.8
4,Woody,Quercus macrocarpa,0.35228482341470796,0.74,8.25,Quercus macrocarpa,104,0.8
4,Woody,Quercus sp.,0.0427011907169343,0.74,1,Quercus sp.,104,0.8
4,Woody,Rhus glabra,0.09607767911310217,0.74,2.25,Rhus glabra,104,0.8
4,Woody,Rhus radicans,0.24909027916788298,0.74,5.833333333,Rhus radicans,104,0.8
4,Woody,Rubus sp.,0.9038418703174466,0.74,21.16666667,Rubus sp.,104,0.8
5,Grass,Panicum oligosanthes,0.10287718370476762,0.47,2.25,Panicum oligosanthes,105,0.5
5,Grass,Panicum perlongum,0.04572319275767449,0.47,1,Panicum perlongum,105,0.5
5,Grass,Panicum praecocious,0.06330903614359668,0.47,1.384615385,Panicum praecocious,105,0.5
5,Grass,Poa pratensis,0.04572319275767449,0.47,1,Poa pratensis,105,0.5
5,Grass,Stipa spartea,0.12040440757996843,0.47,2.633333333,Stipa spartea,105,0.5
5,Grass,Andropogon gerardii,0.7544326805016291,0.47,16.5,Andropogon gerardii,105,0.5
5,Grass,Bouteloua hirsuta,0.3048212850664044,0.47,6.666666667,Bouteloua hirsuta,105,0.5
5,Grass,Calamovilfa longifolia,0.04572319275767449,0.47,1,Calamovilfa longifolia,105,0.5
5,Grass,Eragrostis spectabilis,0.04572319275767449,0.47,1,Eragrostis spectabilis,105,0.5
5,Grass,Panicum virgatum,0.12192851403570637,0.47,2.666666667,Panicum virgatum,105,0.5
5,Grass,Schizachyrium scoparium,0.27849581043726496,0.47,6.090909091,Schizachyrium scoparium,105,0.5
5,Grass,Sorghastrum nutans,0.38483687239233466,0.47,8.416666667,Sorghastrum nutans,105,0.5
5,Horsetail,Equisetum laevigatum,0.04572319275767449,0.47,1,Equisetum laevigatum,105,0.5
5,Legume,Amorpha canescens,0.16003117465186073,0.47,3.5,Amorpha canescens,105,0.5
5,Legume,Amphicarpa bracteata,0.16003117465186073,0.47,3.5,Amphicarpa bracteata,105,0.5
5,Legume,Lespedeza capitata,0.04572319275767449,0.47,1,Lespedeza capitata,105,0.5
5,Non-legume forb,Ambrosia coronopifolia,0.14206849177624242,0.47,3.107142857,Ambrosia coronopifolia,105,0.5
5,Non-legume forb,Anemone cylindrica,0.04572319275767449,0.47,1,Anemone cylindrica,105,0.5
5,Non-legume forb,Artemisia campestris,0.04572319275767449,0.47,1,Artemisia campestris,105,0.5
5,Non-legume forb,Artemisia ludoviciana,0.07430018823122105,0.47,1.625,Artemisia ludoviciana,105,0.5
5,Non-legume forb,Aster azureus,0.09471232783558724,0.47,2.071428571,Aster azureus,105,0.5
5,Non-legume forb,Chenopodium leptophyllum,0.3048212850664044,0.47,6.666666667,Chenopodium leptophyllum,105,0.5
5,Non-legume forb,Comandra umbellata,0.04572319275767449,0.47,1,Comandra umbellata,105,0.5
5,Non-legume forb,Euphorbia glyptosperma,0.04572319275767449,0.47,1,Euphorbia glyptosperma,105,0.5
5,Non-legume forb,Fragaria virginiana,0.16003117465186073,0.47,3.5,Fragaria virginiana,105,0.5
5,Non-legume forb,Helianthemum bicknellii,0.05451611442777399,0.47,1.192307692,Helianthemum bicknellii,105,0.5
5,Non-legume forb,Helianthus laetiflorus,0.056114827462857814,0.47,1.227272727,Helianthus laetiflorus,105,0.5
5,Non-legume forb,Liatris aspera,0.04572319275767449,0.47,1,Liatris aspera,105,0.5
5,Non-legume forb,Lithospermum canescens,0.16003117465186073,0.47,3.5,Lithospermum canescens,105,0.5
5,Non-legume forb,Lithospermum caroliniense,0.10287718370476762,0.47,2.25,Lithospermum caroliniense,105,0.5
5,Non-legume forb,Oxybaphus hirsutus,0.16003117465186073,0.47,3.5,Oxybaphus hirsutus,105,0.5
5,Non-legume forb,Polygala polygama,0.07430018823122105,0.47,1.625,Polygala polygama,105,0.5
5,Non-legume forb,Ranunculus rhomboideus,0.04572319275767449,0.47,1,Ranunculus rhomboideus,105,0.5
5,Non-legume forb,Scutellaria parvula,0.04572319275767449,0.47,1,Scutellaria parvula,105,0.5
5,Non-legume forb,Solidago graminifolia,0.11430798189418623,0.47,2.5,Solidago graminifolia,105,0.5
5,Non-legume forb,Solidago missouriensis,0.07430018823122105,0.47,1.625,Solidago missouriensis,105,0.5
5,Non-legume forb,Solidago nemoralis,0.11104203957394798,0.47,2.428571429,Solidago nemoralis,105,0.5
5,Non-legume forb,Viola pedatifida,0.04572319275767449,0.47,1,Viola pedatifida,105,0.5
5,Sedge,Cyperus sp.,0.4389426504736751,0.47,9.6,Cyperus sp.,105,0.5
5,Sedge,Scleria triglomerata,0.04572319275767449,0.47,1,Scleria triglomerata,105,0.5
5,Woody,Celastrus scandens,0.04572319275767449,0.47,1,Celastrus scandens,105,0.5
5,Woody,Corylus americana,0.04572319275767449,0.47,1,Corylus americana,105,0.5
5,Woody,Quercus ellipsoidalis,0.04572319275767449,0.47,1,Quercus ellipsoidalis,105,0.5
5,Woody,Quercus macrocarpa,0.12192851403570637,0.47,2.666666667,Quercus macrocarpa,105,0.5
5,Woody,Rhus radicans,0.3429239456825587,0.47,7.5,Rhus radicans,105,0.5
5,Woody,Rosa blanda,0.16003117465186073,0.47,3.5,Rosa blanda,105,0.5
7,Grass,Agropyron repens,0.04090528274748777,0.32,1,Agropyron repens,107,0.333
7,Grass,Elymus canadensis,0.04090528274748777,0.32,1,Elymus canadensis,107,0.333
7,Grass,Panicum oligosanthes,0.04090528274748777,0.32,1,Panicum oligosanthes,107,0.333
7,Grass,Panicum praecocious,0.04090528274748777,0.32,1,Panicum praecocious,107,0.333
7,Grass,Poa pratensis,0.35451245049186236,0.32,8.666666667,Poa pratensis,107,0.333
7,Grass,Stipa spartea,0.057949150572576096,0.32,1.416666667,Stipa spartea,107,0.333
7,Grass,Andropogon gerardii,0.09203688618184748,0.32,2.25,Andropogon gerardii,107,0.333
7,Grass,Panicum virgatum,0.14316848961620718,0.32,3.5,Panicum virgatum,107,0.333
7,Grass,Schizachyrium scoparium,0.2897457527810699,0.32,7.083333333,Schizachyrium scoparium,107,0.333
7,Grass,Sorghastrum nutans,0.15485571327003375,0.32,3.785714286,Sorghastrum nutans,107,0.333
7,Horsetail,Equisetum laevigatum,0.04090528274748777,0.32,1,Equisetum laevigatum,107,0.333
7,Legume,Amorpha canescens,0.11760268789902734,0.32,2.875,Amorpha canescens,107,0.333
7,Legume,Amphicarpa bracteata,0.32724226197990214,0.32,8,Amphicarpa bracteata,107,0.333
7,Legume,Lathyrus venosus,0.04090528274748777,0.32,1,Lathyrus venosus,107,0.333
7,Legume,Lespedeza capitata,0.04090528274748777,0.32,1,Lespedeza capitata,107,0.333
7,Non-legume forb,Ambrosia coronopifolia,0.04090528274748777,0.32,1,Ambrosia coronopifolia,107,0.333
7,Non-legume forb,Anemone cylindrica,0.04090528274748777,0.32,1,Anemone cylindrica,107,0.333
7,Non-legume forb,Artemisia ludoviciana,0.06647108446466762,0.32,1.625,Artemisia ludoviciana,107,0.333
7,Non-legume forb,Asclepias tuberosa,0.04090528274748777,0.32,1,Asclepias tuberosa,107,0.333
7,Non-legume forb,Aster azureus,0.07499301835675913,0.32,1.833333333,Aster azureus,107,0.333
7,Non-legume forb,Comandra umbellata,0.04090528274748777,0.32,1,Comandra umbellata,107,0.333
7,Non-legume forb,Coreopsis palmata,0.16617771116166904,0.32,4.0625,Coreopsis palmata,107,0.333
7,Non-legume forb,Crepis tectorum,0.04090528274748777,0.32,1,Crepis tectorum,107,0.333
7,Non-legume forb,Fragaria virginiana,0.14316848961620718,0.32,3.5,Fragaria virginiana,107,0.333
7,Non-legume forb,Galium boreale,0.1533948103030791,0.32,3.75,Galium boreale,107,0.333
7,Non-legume forb,Helianthemum bicknellii,0.04090528274748777,0.32,1,Helianthemum bicknellii,107,0.333
7,Non-legume forb,Helianthus laetiflorus,0.09203688618184748,0.32,2.25,Helianthus laetiflorus,107,0.333
7,Non-legume forb,Lechea stricta,0.1090807540069358,0.32,2.666666667,Lechea stricta,107,0.333
7,Non-legume forb,Lithospermum canescens,0.14316848961620718,0.32,3.5,Lithospermum canescens,107,0.333
7,Non-legume forb,Lithospermum caroliniense,0.23861414934671019,0.32,5.833333333,Lithospermum caroliniense,107,0.333
7,Non-legume forb,Maianthemum canadense,0.06647108446466762,0.32,1.625,Maianthemum canadense,107,0.333
7,Non-legume forb,Physalis virginiana,0.04090528274748777,0.32,1,Physalis virginiana,107,0.333
7,Non-legume forb,Polygala polygama,0.04090528274748777,0.32,1,Polygala polygama,107,0.333
7,Non-legume forb,Polygonatum biflorum,0.14316848961620718,0.32,3.5,Polygonatum biflorum,107,0.333
7,Non-legume forb,Pyrola sp.,0.14316848961620718,0.32,3.5,Pyrola sp.,107,0.333
7,Non-legume forb,Ranunculus rhomboideus,0.04090528274748777,0.32,1,Ranunculus rhomboideus,107,0.333
7,Non-legume forb,Scutellaria parvula,0.04090528274748777,0.32,1,Scutellaria parvula,107,0.333
7,Non-legume forb,Smilacina racemosa,0.1090807540069358,0.32,2.666666667,Smilacina racemosa,107,0.333
7,Non-legume forb,Smilacina stellata,0.08473237138797954,0.32,2.071428571,Smilacina stellata,107,0.333
7,Non-legume forb,Solidago gigantea,0.07499301835675913,0.32,1.833333333,Solidago gigantea,107,0.333
7,Non-legume forb,Solidago missouriensis,0.06647108446466762,0.32,1.625,Solidago missouriensis,107,0.333
7,Non-legume forb,Solidago nemoralis,0.09203688618184748,0.32,2.25,Solidago nemoralis,107,0.333
7,Non-legume forb,Viola pedatifida,0.04090528274748777,0.32,1,Viola pedatifida,107,0.333
7,Sedge,Cyperus sp.,0.6519279437880862,0.32,15.9375,Cyperus sp.,107,0.333
7,Woody,Acer rubrum,0.04090528274748777,0.32,1,Acer rubrum,107,0.333
7,Woody,Amelanchier sp.,0.04090528274748777,0.32,1,Amelanchier sp.,107,0.333
7,Woody,Ceanothus americanus,0.3886001861011338,0.32,9.5,Ceanothus americanus,107,0.333
7,Woody,Celastrus scandens,0.04090528274748777,0.32,1,Celastrus scandens,107,0.333
7,Woody,Cornus racemosa,0.04090528274748777,0.32,1,Cornus racemosa,107,0.333
7,Woody,Cornus stolonifera,0.04090528274748777,0.32,1,Cornus stolonifera,107,0.333
7,Woody,Corylus americana,0.08738855858203103,0.32,2.136363636,Corylus americana,107,0.333
7,Woody,Parthenocissus sp.,0.2079351872860944,0.32,5.083333333,Parthenocissus sp.,107,0.333
7,Woody,Prunus serotina,0.04090528274748777,0.32,1,Prunus serotina,107,0.333
7,Woody,Prunus sp.,0.04090528274748777,0.32,1,Prunus sp.,107,0.333
7,Woody,Prunus virginiana,0.04090528274748777,0.32,1,Prunus virginiana,107,0.333
7,Woody,Quercus ellipsoidalis,0.26030634477161496,0.32,6.363636364,Quercus ellipsoidalis,107,0.333
7,Woody,Rhus glabra,0.061357924121231644,0.32,1.5,Rhus glabra,107,0.333
7,Woody,Rhus radicans,0.16362113098995107,0.32,4,Rhus radicans,107,0.333
7,Woody,Rosa blanda,0.10226320686871941,0.32,2.5,Rosa blanda,107,0.333
7,Woody,Vaccinium angustifolium,0.14316848961620718,0.32,3.5,Vaccinium angustifolium,107,0.333
7,Woody,Vaccinium myrtilloides,0.14316848961620718,0.32,3.5,Vaccinium myrtilloides,107,0.333
8,Grass,Panicum oligosanthes,0.04353709852282077,0.34,1,Panicum oligosanthes,108,0.333
8,Grass,Panicum praecocious,0.04353709852282077,0.34,1,Panicum praecocious,108,0.333
8,Grass,Poa pratensis,0.2539664080352754,0.34,5.833333333,Poa pratensis,108,0.333
8,Grass,Stipa spartea,0.1251691582531097,0.34,2.875,Stipa spartea,108,0.333
8,Grass,Andropogon gerardii,0.15237984482987268,0.34,3.5,Andropogon gerardii,108,0.333
8,Grass,Muhlenbergia racemosa,0.04353709852282077,0.34,1,Muhlenbergia racemosa,108,0.333
8,Grass,Panicum virgatum,0.07074778509958375,0.34,1.625,Panicum virgatum,108,0.333
8,Grass,Schizachyrium scoparium,0.848973421195005,0.34,19.5,Schizachyrium scoparium,108,0.333
8,Grass,Setaria glauca,0.04353709852282077,0.34,1,Setaria glauca,108,0.333
8,Grass,Sorghastrum nutans,0.09795847167634673,0.34,2.25,Sorghastrum nutans,108,0.333
8,Legume,Amorpha canescens,0.07981801394399236,0.34,1.833333333,Amorpha canescens,108,0.333
8,Legume,Amphicarpa bracteata,0.8579369413510648,0.34,19.70588235,Amphicarpa bracteata,108,0.333
8,Non-legume forb,Ambrosia coronopifolia,0.04353709852282077,0.34,1,Ambrosia coronopifolia,108,0.333
8,Non-legume forb,Anemone cylindrica,0.04353709852282077,0.34,1,Anemone cylindrica,108,0.333
8,Non-legume forb,Artemisia ludoviciana,0.05908606227475145,0.34,1.357142857,Artemisia ludoviciana,108,0.333
8,Non-legume forb,Asclepias syriaca,0.04353709852282077,0.34,1,Asclepias syriaca,108,0.333
8,Non-legume forb,Asclepias tuberosa,0.04353709852282077,0.34,1,Asclepias tuberosa,108,0.333
8,Non-legume forb,Aster azureus,0.07463502602668215,0.34,1.714285714,Aster azureus,108,0.333
8,Non-legume forb,Chenopodium album,0.04353709852282077,0.34,1,Chenopodium album,108,0.333
8,Non-legume forb,Comandra umbellata,0.06530564778423116,0.34,1.5,Comandra umbellata,108,0.333
8,Non-legume forb,Coreopsis palmata,0.09191165243222861,0.34,2.111111111,Coreopsis palmata,108,0.333
8,Non-legume forb,Crepis tectorum,0.04353709852282077,0.34,1,Crepis tectorum,108,0.333
8,Non-legume forb,Erigeron canadensis,0.04353709852282077,0.34,1,Erigeron canadensis,108,0.333
8,Non-legume forb,Fragaria virginiana,0.07981801394399236,0.34,1.833333333,Fragaria virginiana,108,0.333
8,Non-legume forb,Galium aparine,0.04353709852282077,0.34,1,Galium aparine,108,0.333
8,Non-legume forb,Galium boreale,0.04353709852282077,0.34,1,Galium boreale,108,0.333
8,Non-legume forb,Helianthemum bicknellii,0.04353709852282077,0.34,1,Helianthemum bicknellii,108,0.333
8,Non-legume forb,Helianthus laetiflorus,0.04353709852282077,0.34,1,Helianthus laetiflorus,108,0.333
8,Non-legume forb,Lithospermum canescens,0.09795847167634673,0.34,2.25,Lithospermum canescens,108,0.333
8,Non-legume forb,Lithospermum caroliniense,0.04353709852282077,0.34,1,Lithospermum caroliniense,108,0.333
8,Non-legume forb,Maianthemum canadense,0.6748250271037218,0.34,15.5,Maianthemum canadense,108,0.333
8,Non-legume forb,Oenothera biennis,0.15237984482987268,0.34,3.5,Oenothera biennis,108,0.333
8,Non-legume forb,Oxybaphus hirsutus,0.04353709852282077,0.34,1,Oxybaphus hirsutus,108,0.333
8,Non-legume forb,Physalis virginiana,0.04353709852282077,0.34,1,Physalis virginiana,108,0.333
8,Non-legume forb,Polygala polygama,0.04353709852282077,0.34,1,Polygala polygama,108,0.333
8,Non-legume forb,Polygonatum biflorum,0.15237984482987268,0.34,3.5,Polygonatum biflorum,108,0.333
8,Non-legume forb,Polygonum convolvulus,0.04353709852282077,0.34,1,Polygonum convolvulus,108,0.333
8,Non-legume forb,Potentilla simplex,0.04353709852282077,0.34,1,Potentilla simplex,108,0.333
8,Non-legume forb,Ranunculus rhomboideus,0.04353709852282077,0.34,1,Ranunculus rhomboideus,108,0.333
8,Non-legume forb,Scutellaria parvula,0.04353709852282077,0.34,1,Scutellaria parvula,108,0.333
8,Non-legume forb,Smilacina racemosa,0.15237984482987268,0.34,3.5,Smilacina racemosa,108,0.333
8,Non-legume forb,Smilacina stellata,0.08707419704564154,0.34,2,Smilacina stellata,108,0.333
8,Non-legume forb,Smilax herbacea,0.09795847167634673,0.34,2.25,Smilax herbacea,108,0.333
8,Non-legume forb,Solidago graminifolia,0.04353709852282077,0.34,1,Solidago graminifolia,108,0.333
8,Non-legume forb,Solidago missouriensis,0.04353709852282077,0.34,1,Solidago missouriensis,108,0.333
8,Non-legume forb,Solidago rigida,0.04353709852282077,0.34,1,Solidago rigida,108,0.333
8,Non-legume forb,Viola pedatifida,0.04353709852282077,0.34,1,Viola pedatifida,108,0.333
8,Sedge,Cyperus sp.,0.36060075082372406,0.34,8.282608696,Cyperus sp.,108,0.333
8,Woody,Acer rubrum,0.04353709852282077,0.34,1,Acer rubrum,108,0.333
8,Woody,Amelanchier sp.,0.04353709852282077,0.34,1,Amelanchier sp.,108,0.333
8,Woody,Celastrus scandens,0.06530564778423116,0.34,1.5,Celastrus scandens,108,0.333
8,Woody,Cornus stolonifera,0.04353709852282077,0.34,1,Cornus stolonifera,108,0.333
8,Woody,Corylus americana,0.127501502835491,0.34,2.928571429,Corylus americana,108,0.333
8,Woody,Parthenocissus sp.,0.07981801394399236,0.34,1.833333333,Parthenocissus sp.,108,0.333
8,Woody,Prunus virginiana,0.04353709852282077,0.34,1,Prunus virginiana,108,0.333
8,Woody,Quercus ellipsoidalis,0.17596243987757965,0.34,4.041666667,Quercus ellipsoidalis,108,0.333
8,Woody,Quercus macrocarpa,0.5006766330124388,0.34,11.5,Quercus macrocarpa,108,0.333
8,Woody,Rhus glabra,0.055630737011057,0.34,1.277777778,Rhus glabra,108,0.333
8,Woody,Rhus radicans,0.2764605756199119,0.34,6.35,Rhus radicans,108,0.333
8,Woody,Rosa arkansana,0.04353709852282077,0.34,1,Rosa arkansana,108,0.333
8,Woody,Rosa blanda,0.09795847167634673,0.34,2.25,Rosa blanda,108,0.333
8,Woody,Rubus sp.,0.15237984482987268,0.34,3.5,Rubus sp.,108,0.333
8,Woody,Salix sp.,0.15237984482987268,0.34,3.5,Salix sp.,108,0.333
8,Woody,Vaccinium angustifolium,0.15237984482987268,0.34,3.5,Vaccinium angustifolium,108,0.333
