sample_id,species,functional_group,photosynthetic_pathway,site,batch,replicate_number_root,replicate_number_position,staining_success,hyphopodia,intrhyphae,arbuscule,coil,vesicle,spore,total,fire_frequency,light_uptake_herb,soil_inorganic_nitrogen,percent_cover,relative_percent.cover
1546,Amphicarpa bracteata,legume,C3,104,3,5,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1547,Amphicarpa bracteata,legume,C3,104,3,5,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1548,Amphicarpa bracteata,legume,C3,104,3,5,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1549,Amphicarpa bracteata,legume,C3,104,3,5,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1550,Amphicarpa bracteata,legume,C3,104,3,6,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1551,Amphicarpa bracteata,legume,C3,104,3,6,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1552,Amphicarpa bracteata,legume,C3,104,3,6,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1553,Amphicarpa bracteata,legume,C3,104,3,6,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1554,Amphicarpa bracteata,legume,C3,104,3,6,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1555,Amphicarpa bracteata,legume,C3,104,3,6,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1556,Amphicarpa bracteata,legume,C3,104,3,6,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1557,Amphicarpa bracteata,legume,C3,104,3,6,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1558,Amphicarpa bracteata,legume,C3,104,3,6,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1559,Amphicarpa bracteata,legume,C3,104,3,6,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1560,Amphicarpa bracteata,legume,C3,104,3,6,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1561,Amphicarpa bracteata,legume,C3,104,3,7,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1562,Amphicarpa bracteata,legume,C3,104,3,7,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1563,Amphicarpa bracteata,legume,C3,104,3,7,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1564,Amphicarpa bracteata,legume,C3,104,3,7,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1565,Amphicarpa bracteata,legume,C3,104,3,7,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1566,Amphicarpa bracteata,legume,C3,104,3,7,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1567,Amphicarpa bracteata,legume,C3,104,3,7,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1568,Amphicarpa bracteata,legume,C3,104,3,7,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1569,Amphicarpa bracteata,legume,C3,104,3,7,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1570,Amphicarpa bracteata,legume,C3,104,3,7,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1571,Amphicarpa bracteata,legume,C3,104,3,8,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1572,Amphicarpa bracteata,legume,C3,104,3,8,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1573,Amphicarpa bracteata,legume,C3,104,3,8,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1574,Amphicarpa bracteata,legume,C3,104,3,8,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1575,Amphicarpa bracteata,legume,C3,104,3,8,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1576,Amphicarpa bracteata,legume,C3,104,3,8,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1577,Amphicarpa bracteata,legume,C3,104,3,8,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1578,Amphicarpa bracteata,legume,C3,104,3,8,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1579,Amphicarpa bracteata,legume,C3,104,3,8,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1580,Amphicarpa bracteata,legume,C3,104,3,8,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1581,Amphicarpa bracteata,legume,C3,104,3,9,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1582,Amphicarpa bracteata,legume,C3,104,3,9,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1583,Amphicarpa bracteata,legume,C3,104,3,9,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1584,Amphicarpa bracteata,legume,C3,104,3,9,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1585,Amphicarpa bracteata,legume,C3,104,3,9,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1586,Amphicarpa bracteata,legume,C3,104,3,9,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1587,Amphicarpa bracteata,legume,C3,104,3,9,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1588,Amphicarpa bracteata,legume,C3,104,3,9,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1589,Amphicarpa bracteata,legume,C3,104,3,9,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1590,Amphicarpa bracteata,legume,C3,104,3,9,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1591,Amphicarpa bracteata,legume,C3,104,3,10,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1592,Amphicarpa bracteata,legume,C3,104,3,10,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1593,Amphicarpa bracteata,legume,C3,104,3,10,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1594,Amphicarpa bracteata,legume,C3,104,3,10,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1595,Amphicarpa bracteata,legume,C3,104,3,10,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1596,Amphicarpa bracteata,legume,C3,104,3,10,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1597,Amphicarpa bracteata,legume,C3,104,3,10,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1598,Amphicarpa bracteata,legume,C3,104,3,10,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1599,Amphicarpa bracteata,legume,C3,104,3,10,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1600,Amphicarpa bracteata,legume,C3,104,3,10,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.8,0.3644375,0.001395685667,3.1875,
1301,Amphicarpa bracteata,legume,C3,106,3,1,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1302,Amphicarpa bracteata,legume,C3,106,3,1,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1303,Amphicarpa bracteata,legume,C3,106,3,1,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1304,Amphicarpa bracteata,legume,C3,106,3,1,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1305,Amphicarpa bracteata,legume,C3,106,3,1,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1306,Amphicarpa bracteata,legume,C3,106,3,1,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1307,Amphicarpa bracteata,legume,C3,106,3,1,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1308,Amphicarpa bracteata,legume,C3,106,3,1,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1309,Amphicarpa bracteata,legume,C3,106,3,1,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1310,Amphicarpa bracteata,legume,C3,106,3,1,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1311,Amphicarpa bracteata,legume,C3,106,3,2,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1312,Amphicarpa bracteata,legume,C3,106,3,2,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1313,Amphicarpa bracteata,legume,C3,106,3,2,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1314,Amphicarpa bracteata,legume,C3,106,3,2,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1315,Amphicarpa bracteata,legume,C3,106,3,2,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1316,Amphicarpa bracteata,legume,C3,106,3,2,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1317,Amphicarpa bracteata,legume,C3,106,3,2,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1318,Amphicarpa bracteata,legume,C3,106,3,2,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1319,Amphicarpa bracteata,legume,C3,106,3,2,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1320,Amphicarpa bracteata,legume,C3,106,3,2,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1321,Amphicarpa bracteata,legume,C3,106,3,3,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1322,Amphicarpa bracteata,legume,C3,106,3,3,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1323,Amphicarpa bracteata,legume,C3,106,3,3,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1324,Amphicarpa bracteata,legume,C3,106,3,3,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1325,Amphicarpa bracteata,legume,C3,106,3,3,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1326,Amphicarpa bracteata,legume,C3,106,3,3,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1327,Amphicarpa bracteata,legume,C3,106,3,3,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1328,Amphicarpa bracteata,legume,C3,106,3,3,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1329,Amphicarpa bracteata,legume,C3,106,3,3,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1330,Amphicarpa bracteata,legume,C3,106,3,3,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1331,Amphicarpa bracteata,legume,C3,106,3,4,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1332,Amphicarpa bracteata,legume,C3,106,3,4,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1333,Amphicarpa bracteata,legume,C3,106,3,4,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1334,Amphicarpa bracteata,legume,C3,106,3,4,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1335,Amphicarpa bracteata,legume,C3,106,3,4,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1336,Amphicarpa bracteata,legume,C3,106,3,4,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1337,Amphicarpa bracteata,legume,C3,106,3,4,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1338,Amphicarpa bracteata,legume,C3,106,3,4,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1339,Amphicarpa bracteata,legume,C3,106,3,4,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1340,Amphicarpa bracteata,legume,C3,106,3,4,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1341,Amphicarpa bracteata,legume,C3,106,3,5,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1342,Amphicarpa bracteata,legume,C3,106,3,5,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1343,Amphicarpa bracteata,legume,C3,106,3,5,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1344,Amphicarpa bracteata,legume,C3,106,3,5,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1345,Amphicarpa bracteata,legume,C3,106,3,5,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1346,Amphicarpa bracteata,legume,C3,106,3,5,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1347,Amphicarpa bracteata,legume,C3,106,3,5,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1348,Amphicarpa bracteata,legume,C3,106,3,5,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1349,Amphicarpa bracteata,legume,C3,106,3,5,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1350,Amphicarpa bracteata,legume,C3,106,3,6,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1351,Amphicarpa bracteata,legume,C3,106,3,6,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1352,Amphicarpa bracteata,legume,C3,106,3,6,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1353,Amphicarpa bracteata,legume,C3,106,3,6,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1354,Amphicarpa bracteata,legume,C3,106,3,6,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1355,Amphicarpa bracteata,legume,C3,106,3,6,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1356,Amphicarpa bracteata,legume,C3,106,3,6,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1357,Amphicarpa bracteata,legume,C3,106,3,6,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1358,Amphicarpa bracteata,legume,C3,106,3,6,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1359,Amphicarpa bracteata,legume,C3,106,3,6,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1360,Amphicarpa bracteata,legume,C3,106,3,6,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1361,Amphicarpa bracteata,legume,C3,106,3,7,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1362,Amphicarpa bracteata,legume,C3,106,3,7,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1363,Amphicarpa bracteata,legume,C3,106,3,7,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1364,Amphicarpa bracteata,legume,C3,106,3,7,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1365,Amphicarpa bracteata,legume,C3,106,3,7,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1366,Amphicarpa bracteata,legume,C3,106,3,7,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1367,Amphicarpa bracteata,legume,C3,106,3,7,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1368,Amphicarpa bracteata,legume,C3,106,3,7,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1369,Amphicarpa bracteata,legume,C3,106,3,7,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1370,Amphicarpa bracteata,legume,C3,106,3,7,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1371,Amphicarpa bracteata,legume,C3,106,3,8,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1372,Amphicarpa bracteata,legume,C3,106,3,8,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1373,Amphicarpa bracteata,legume,C3,106,3,8,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1374,Amphicarpa bracteata,legume,C3,106,3,8,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1375,Amphicarpa bracteata,legume,C3,106,3,8,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1376,Amphicarpa bracteata,legume,C3,106,3,8,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
1377,Amphicarpa bracteata,legume,C3,106,3,8,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667,0.26716667,0.0016563986,16.125,
