,Year,Plot,Realfire,Firelevel,Lifeform,Combforms,GenusSpecies,MeanPctCover
82,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Polygala polygama,1
83,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Ranunculus rhomboideus,1
84,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Rudbeckia hirta,1
85,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Rumex acetosella,2.25
86,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Scutellaria parvula,1
87,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Senecio pauperculus,1
88,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Sisyrinchium campestre,1
89,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Smilacina stellata,1
90,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Solidago graminifolia,1.625
91,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Solidago missouriensis,3.5
92,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Solidago nemoralis,1.833333333
93,1984,4,0.74,4,Non-legume forb,Non-legume forb_C3,Viola pedatifida,1
94,1984,4,0.74,4,Sedge,Sedge_C4,Cyperus sp.,16.91666667
95,1984,4,0.74,4,Woody,Woody_C3,Amelanchier sp.,1
96,1984,4,0.74,4,Woody,Woody_C3,Celastrus scandens,9.5
97,1984,4,0.74,4,Woody,Woody_C3,Corylus americana,5.25
98,1984,4,0.74,4,Woody,Woody_C3,Prunus serotina,3.5
99,1984,4,0.74,4,Woody,Woody_C3,Quercus ellipsoidalis,2.84375
100,1984,4,0.74,4,Woody,Woody_C3,Quercus macrocarpa,8.25
101,1984,4,0.74,4,Woody,Woody_C3,Quercus sp.,1
102,1984,4,0.74,4,Woody,Woody_C3,Rhus glabra,2.25
103,1984,4,0.74,4,Woody,Woody_C3,Rhus radicans,5.833333333
104,1984,4,0.74,4,Woody,Woody_C3,Rubus sp.,21.16666667
105,1984,5,0.47,3,Grass,Grass_C3,Panicum oligosanthes,2.25
106,1984,5,0.47,3,Grass,Grass_C3,Panicum perlongum,1
107,1984,5,0.47,3,Grass,Grass_C3,Panicum praecocious,1.384615385
108,1984,5,0.47,3,Grass,Grass_C3,Poa pratensis,1
109,1984,5,0.47,3,Grass,Grass_C3,Stipa spartea,2.633333333
110,1984,5,0.47,3,Grass,Grass_C4,Andropogon gerardii,16.5
111,1984,5,0.47,3,Grass,Grass_C4,Bouteloua hirsuta,6.666666667
112,1984,5,0.47,3,Grass,Grass_C4,Calamovilfa longifolia,1
113,1984,5,0.47,3,Grass,Grass_C4,Eragrostis spectabilis,1
114,1984,5,0.47,3,Grass,Grass_C4,Panicum virgatum,2.666666667
115,1984,5,0.47,3,Grass,Grass_C4,Schizachyrium scoparium,6.090909091
116,1984,5,0.47,3,Grass,Grass_C4,Sorghastrum nutans,8.416666667
117,1984,5,0.47,3,Horsetail,Horsetail_C3,Equisetum laevigatum,1
118,1984,5,0.47,3,Legume,Legume_C3,Amorpha canescens,3.5
119,1984,5,0.47,3,Legume,Legume_C3,Amphicarpa bracteata,3.5
120,1984,5,0.47,3,Legume,Legume_C3,Lespedeza capitata,1
121,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Ambrosia coronopifolia,3.107142857
122,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Anemone cylindrica,1
123,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Artemisia campestris,1
124,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Artemisia ludoviciana,1.625
125,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Aster azureus,2.071428571
126,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Chenopodium leptophyllum,6.666666667
127,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Comandra umbellata,1
128,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Euphorbia glyptosperma,1
129,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Fragaria virginiana,3.5
130,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Helianthemum bicknellii,1.192307692
131,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Helianthus laetiflorus,1.227272727
132,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Liatris aspera,1
133,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Lithospermum canescens,3.5
134,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Lithospermum caroliniense,2.25
135,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Oxybaphus hirsutus,3.5
136,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Polygala polygama,1.625
137,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Ranunculus rhomboideus,1
138,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Scutellaria parvula,1
139,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Solidago graminifolia,2.5
140,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Solidago missouriensis,1.625
141,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Solidago nemoralis,2.428571429
142,1984,5,0.47,3,Non-legume forb,Non-legume forb_C3,Viola pedatifida,1
143,1984,5,0.47,3,Sedge,Sedge_C4,Cyperus sp.,9.6
144,1984,5,0.47,3,Sedge,Sedge_C4,Scleria triglomerata,1
145,1984,5,0.47,3,Woody,Woody_C3,Celastrus scandens,1
146,1984,5,0.47,3,Woody,Woody_C3,Corylus americana,1
147,1984,5,0.47,3,Woody,Woody_C3,Quercus ellipsoidalis,1
148,1984,5,0.47,3,Woody,Woody_C3,Quercus macrocarpa,2.666666667
149,1984,5,0.47,3,Woody,Woody_C3,Rhus radicans,7.5
150,1984,5,0.47,3,Woody,Woody_C3,Rosa blanda,3.5
151,1984,7,0.32,2,Grass,Grass_C3,Agropyron repens,1
152,1984,7,0.32,2,Grass,Grass_C3,Elymus canadensis,1
153,1984,7,0.32,2,Grass,Grass_C3,Panicum oligosanthes,1
154,1984,7,0.32,2,Grass,Grass_C3,Panicum praecocious,1
155,1984,7,0.32,2,Grass,Grass_C3,Poa pratensis,8.666666667
156,1984,7,0.32,2,Grass,Grass_C3,Stipa spartea,1.416666667
157,1984,7,0.32,2,Grass,Grass_C4,Andropogon gerardii,2.25
158,1984,7,0.32,2,Grass,Grass_C4,Panicum virgatum,3.5
159,1984,7,0.32,2,Grass,Grass_C4,Schizachyrium scoparium,7.083333333
160,1984,7,0.32,2,Grass,Grass_C4,Sorghastrum nutans,3.785714286
161,1984,7,0.32,2,Horsetail,Horsetail_C3,Equisetum laevigatum,1
162,1984,7,0.32,2,Legume,Legume_C3,Amorpha canescens,2.875
163,1984,7,0.32,2,Legume,Legume_C3,Amphicarpa bracteata,8
164,1984,7,0.32,2,Legume,Legume_C3,Lathyrus venosus,1
165,1984,7,0.32,2,Legume,Legume_C3,Lespedeza capitata,1
166,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Ambrosia coronopifolia,1
167,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Anemone cylindrica,1
168,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Artemisia ludoviciana,1.625
169,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Asclepias tuberosa,1
170,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Aster azureus,1.833333333
171,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Comandra umbellata,1
172,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Coreopsis palmata,4.0625
173,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Crepis tectorum,1
174,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Fragaria virginiana,3.5
175,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Galium boreale,3.75
176,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Helianthemum bicknellii,1
177,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Helianthus laetiflorus,2.25
178,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Lechea stricta,2.666666667
179,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Lithospermum canescens,3.5
180,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Lithospermum caroliniense,5.833333333
181,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Maianthemum canadense,1.625
182,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Physalis virginiana,1
183,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Polygala polygama,1
184,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Polygonatum biflorum,3.5
185,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Pyrola sp.,3.5
186,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Ranunculus rhomboideus,1
187,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Scutellaria parvula,1
188,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Smilacina racemosa,2.666666667
189,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Smilacina stellata,2.071428571
190,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Solidago gigantea,1.833333333
191,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Solidago missouriensis,1.625
192,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Solidago nemoralis,2.25
193,1984,7,0.32,2,Non-legume forb,Non-legume forb_C3,Viola pedatifida,1
194,1984,7,0.32,2,Sedge,Sedge_C4,Cyperus sp.,15.9375
195,1984,7,0.32,2,Woody,Woody_C3,Acer rubrum,1
196,1984,7,0.32,2,Woody,Woody_C3,Amelanchier sp.,1
197,1984,7,0.32,2,Woody,Woody_C3,Ceanothus americanus,9.5
198,1984,7,0.32,2,Woody,Woody_C3,Celastrus scandens,1
199,1984,7,0.32,2,Woody,Woody_C3,Cornus racemosa,1
200,1984,7,0.32,2,Woody,Woody_C3,Cornus stolonifera,1
201,1984,7,0.32,2,Woody,Woody_C3,Corylus americana,2.136363636
202,1984,7,0.32,2,Woody,Woody_C3,Parthenocissus sp.,5.083333333
203,1984,7,0.32,2,Woody,Woody_C3,Prunus serotina,1
204,1984,7,0.32,2,Woody,Woody_C3,Prunus sp.,1
205,1984,7,0.32,2,Woody,Woody_C3,Prunus virginiana,1
206,1984,7,0.32,2,Woody,Woody_C3,Quercus ellipsoidalis,6.363636364
207,1984,7,0.32,2,Woody,Woody_C3,Rhus glabra,1.5
208,1984,7,0.32,2,Woody,Woody_C3,Rhus radicans,4
209,1984,7,0.32,2,Woody,Woody_C3,Rosa blanda,2.5
210,1984,7,0.32,2,Woody,Woody_C3,Vaccinium angustifolium,3.5
211,1984,7,0.32,2,Woody,Woody_C3,Vaccinium myrtilloides,3.5
212,1984,8,0.34,2,Grass,Grass_C3,Panicum oligosanthes,1
213,1984,8,0.34,2,Grass,Grass_C3,Panicum praecocious,1
214,1984,8,0.34,2,Grass,Grass_C3,Poa pratensis,5.833333333
215,1984,8,0.34,2,Grass,Grass_C3,Stipa spartea,2.875
216,1984,8,0.34,2,Grass,Grass_C4,Andropogon gerardii,3.5
217,1984,8,0.34,2,Grass,Grass_C4,Muhlenbergia racemosa,1
218,1984,8,0.34,2,Grass,Grass_C4,Panicum virgatum,1.625
219,1984,8,0.34,2,Grass,Grass_C4,Schizachyrium scoparium,19.5
220,1984,8,0.34,2,Grass,Grass_C4,Setaria glauca,1
221,1984,8,0.34,2,Grass,Grass_C4,Sorghastrum nutans,2.25
222,1984,8,0.34,2,Legume,Legume_C3,Amorpha canescens,1.833333333
223,1984,8,0.34,2,Legume,Legume_C3,Amphicarpa bracteata,19.70588235
224,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Ambrosia coronopifolia,1
225,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Anemone cylindrica,1
226,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Artemisia ludoviciana,1.357142857
227,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Asclepias syriaca,1
228,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Asclepias tuberosa,1
229,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Aster azureus,1.714285714
230,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Chenopodium album,1
231,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Comandra umbellata,1.5
232,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Coreopsis palmata,2.111111111
233,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Crepis tectorum,1
234,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Erigeron canadensis,1
235,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Fragaria virginiana,1.833333333
236,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Galium aparine,1
237,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Galium boreale,1
238,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Helianthemum bicknellii,1
239,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Helianthus laetiflorus,1
240,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Lithospermum canescens,2.25
241,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Lithospermum caroliniense,1
242,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Maianthemum canadense,15.5
243,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Oenothera biennis,3.5
244,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Oxybaphus hirsutus,1
245,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Physalis virginiana,1
246,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Polygala polygama,1
247,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Polygonatum biflorum,3.5
248,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Polygonum convolvulus,1
249,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Potentilla simplex,1
250,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Ranunculus rhomboideus,1
251,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Scutellaria parvula,1
252,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Smilacina racemosa,3.5
253,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Smilacina stellata,2
254,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Smilax herbacea,2.25
255,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Solidago graminifolia,1
256,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Solidago missouriensis,1
257,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Solidago rigida,1
258,1984,8,0.34,2,Non-legume forb,Non-legume forb_C3,Viola pedatifida,1
259,1984,8,0.34,2,Sedge,Sedge_C4,Cyperus sp.,8.282608696
260,1984,8,0.34,2,Woody,Woody_C3,Acer rubrum,1
261,1984,8,0.34,2,Woody,Woody_C3,Amelanchier sp.,1
262,1984,8,0.34,2,Woody,Woody_C3,Celastrus scandens,1.5
263,1984,8,0.34,2,Woody,Woody_C3,Cornus stolonifera,1
264,1984,8,0.34,2,Woody,Woody_C3,Corylus americana,2.928571429
265,1984,8,0.34,2,Woody,Woody_C3,Parthenocissus sp.,1.833333333
266,1984,8,0.34,2,Woody,Woody_C3,Prunus virginiana,1
267,1984,8,0.34,2,Woody,Woody_C3,Quercus ellipsoidalis,4.041666667
268,1984,8,0.34,2,Woody,Woody_C3,Quercus macrocarpa,11.5
269,1984,8,0.34,2,Woody,Woody_C3,Rhus glabra,1.277777778
270,1984,8,0.34,2,Woody,Woody_C3,Rhus radicans,6.35
271,1984,8,0.34,2,Woody,Woody_C3,Rosa arkansana,1
272,1984,8,0.34,2,Woody,Woody_C3,Rosa blanda,2.25
273,1984,8,0.34,2,Woody,Woody_C3,Rubus sp.,3.5
274,1984,8,0.34,2,Woody,Woody_C3,Salix sp.,3.5
275,1984,8,0.34,2,Woody,Woody_C3,Vaccinium angustifolium,3.5
276,1984,9,0,0,Grass,Grass_C3,Agropyron repens,1
277,1984,9,0,0,Grass,Grass_C3,Bromus inermis,1
278,1984,9,0,0,Grass,Grass_C3,Panicum oligosanthes,1
279,1984,9,0,0,Grass,Grass_C3,Panicum praecocious,1
280,1984,9,0,0,Grass,Grass_C3,Poa pratensis,1
281,1984,9,0,0,Grass,Grass_C3,Stipa spartea,1
282,1984,9,0,0,Grass,Grass_C4,Eragrostis spectabilis,1
283,1984,9,0,0,Grass,Grass_C4,Sorghastrum nutans,1
284,1984,9,0,0,Legume,Legume_C3,Amorpha canescens,1
285,1984,9,0,0,Legume,Legume_C3,Amphicarpa bracteata,3.45
286,1984,9,0,0,Moss & lichens,Moss & lichens_Unknown,Cryptogams,1
287,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Ambrosia coronopifolia,1.833333333
288,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Arenaria lateriflora,1
289,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Asclepias tuberosa,1
290,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Crepis tectorum,1
291,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Fragaria virginiana,2
292,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Helianthemum bicknellii,1.625
293,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Lactuca canadensis,1
294,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Lithospermum caroliniense,38
295,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Monarda fistulosa,2.25
296,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Polygala polygama,1
297,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Ranunculus rhomboideus,1
298,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Rumex acetosella,1.833333333
299,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Scutellaria parvula,1
300,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Solidago nemoralis,1
301,1984,9,0,0,Non-legume forb,Non-legume forb_C3,Viola pedatifida,1
302,1984,9,0,0,Sedge,Sedge_C4,Cyperus sp.,6.785714286
303,1984,9,0,0,Woody,Woody_C3,Acer rubrum,1
304,1984,9,0,0,Woody,Woody_C3,Amelanchier sp.,1
305,1984,9,0,0,Woody,Woody_C3,Celastrus scandens,3.5
306,1984,9,0,0,Woody,Woody_C3,Corylus americana,1.78125
307,1984,9,0,0,Woody,Woody_C3,Juniperus communis,1
308,1984,9,0,0,Woody,Woody_C3,Parthenocissus sp.,2
309,1984,9,0,0,Woody,Woody_C3,Prunus serotina,1
310,1984,9,0,0,Woody,Woody_C3,Prunus virginiana,1
311,1984,9,0,0,Woody,Woody_C3,Quercus ellipsoidalis,2.166666667
312,1984,9,0,0,Woody,Woody_C3,Quercus macrocarpa,3.833333333
313,1984,9,0,0,Woody,Woody_C3,Rhus glabra,8.25
314,1984,9,0,0,Woody,Woody_C3,Rhus radicans,2.5625
315,1984,9,0,0,Woody,Woody_C3,Rubus sp.,2.25
316,1984,9,0,0,Woody,Woody_C3,Vaccinium angustifolium,3.5
317,1984,9,0,0,Woody,Woody_C3,Vitis riparia,2.666666667
318,1984,10,0,0,Grass,Grass_C3,Panicum oligosanthes,1
319,1984,10,0,0,Grass,Grass_C3,Panicum perlongum,1
320,1984,10,0,0,Grass,Grass_C3,Poa pratensis,2
321,1984,10,0,0,Grass,Grass_C4,Setaria glauca,1
322,1984,10,0,0,Grass,Grass_C4,Sorghastrum nutans,15.5
323,1984,10,0,0,Legume,Legume_C3,Amphicarpa bracteata,5.25
324,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Ambrosia coronopifolia,2.25
325,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Anemone patens,3.5
326,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Apocynum cannabinum,3.5
327,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Arenaria lateriflora,1
328,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Asclepias tuberosa,1
329,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Fragaria virginiana,2.5
330,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Galium boreale,1
331,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Helianthemum bicknellii,3.5
332,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Maianthemum canadense,1
333,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Polygonum scandens,3.5
334,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Ranunculus rhomboideus,1
335,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Rumex acetosella,1
336,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Smilacina stellata,1
337,1984,10,0,0,Non-legume forb,Non-legume forb_C3,Stellaria longifolia,1
